Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
첫 번째,Determiner,첫째,,
첫날,Noun,초일,,
첫돌,Noun,,,
첫째,Determiner,첫 번째,,
청,Noun,파란색 | 파랑 | 청색,,
청각,Noun,오디오 | 듣다 | 소식,,동음이의어 있음
청각,Noun,듣다 | 소리 | 소식,,동음이의어 있음
청각장애,Noun,,,
청각장애인,Noun,,,
청결,Noun,결백 | 깔끔하다 | 깨끗하다 | 말끔하다 | 산뜻하다 | 소박하다 | 순결 | 순수 | 정결,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
청년,Noun,젊은이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
청바지,Noun,,,
청색,Noun,파란색 | 파랑 | 청,,
청소,Noun,소제,,
청소년,Noun,,,
청와대,Noun,,,
청요리,Noun,중화요리,,
청자,Noun,,,
청주,Noun,청주시,,
청주시,Noun,청주,,
청춘,Noun,젊다,,
청춘기,Noun,사춘기,,
청하다,Verb,당부 | 부탁 | 요청 | 요구,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
체고,Noun,키 | 신장 | 몸높이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
체념,Noun,기권 | 포기 | 그만둠,,
체류,Noun,머무르다 | 존재 | 계시다 | 묵다,,
체류자,Noun,,,
체면을 구기다,Verb Phrase,망신,,
체성,Noun,본질 | 본성 | 근성 | 부성 | 부질 | 본바탕 | 성근 | 솔성 | 천질 | 품성 | 품질,,
체온,Noun,,,
체육,Noun,운동 | 스포츠,,
체육관,Noun,,,
체육복,Noun,운동복,,
체적,Noun,부피 | 양 | 용적,,
체전,Noun,운동회,,
체중,Noun,몸무게,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
체코,Noun,,,
체포,Noun,수갑 | 쇠고랑,,
체하다,Auxiliary Verb,마치 | 척하다 | 처럼,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
체험,Noun,,,
첼로,Noun,,,
쳐다보다,Verb,눈길 | 시선 | 바라보다 | 응시하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
초,Noun,양초,,
초과,Noun,지나치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
초교생,Noun,초등학생 | 초등생,,
초대,Noun,객 | 고객 | 내빈 | 손님 | 초빙,,
초등,Noun,,,
초등생,Noun,초등학생 | 초교생,,
초등학교,Noun,,,
초등학생,Noun,초교생 | 초등생,,
초록,Noun,녹색 | 초록색,,
초록색,Noun,녹색 | 초록,,
초문,Noun,금시초문,,
초밥,Noun,,,
초빙,Noun,초대 | 객 | 고객 | 내빈 | 손님,,
초일,Noun,첫날,,
촌,Noun,시골,,
촌장,Noun,,,
총,Noun,권총 | 당기다 | 쏘다,,
총각,Noun,도령,,
총리,Noun,,,
총명,Noun,,,
총무,Noun,,,
총사령관,Noun,,,
총장,Noun,,,
총재,Noun,,,
총회,Noun,총회의,,
총회의,Noun,총회,,
촬영,Noun,,,
최고,Noun,일등 | 으뜸 | 제일 | 가장 | 맨 | 수석,,
최근,Adverb,요즘 | 요사이 | 요새 | 요즈음 | 작금,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
최씨,Noun,,,
최종,Noun,결과 | 결말 | 마지막 | 최후 | 결국 | 드디어 | 마침내,,
최후,Noun,결과 | 결말 | 마지막 | 최종 | 결국 | 드디어 | 마침내,,
추가,Noun,더 | 게다가 | 더구나 | 더욱 | 더군다나,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
추궁,Noun,공박 | 문초 | 심문 | 캐어묻다,,
추기경,Noun,,,
추다,Verb,춤 | 무용 | 연극 | 춤추다,,
추론,Noun,추리,,
추리,Noun,추론,,
추방,Noun,내몰다 | 배척 | 내쫓다 | 쫓아내다,,
추상,Noun,추억 | 상기 | 회상 | 회고,,
추석,Noun,한가위 | 추석날 | 팔월대보름,,
추석날,Noun,추석 | 한가위 | 팔월대보름,,
추억,Noun,상기 | 추상 | 회상 | 회고,,
추월,Noun,앞지르기,,
추위,Noun,냉각 | 북 | 한랭 | 차다 | 춥다,,
추진,Noun,,,
추징,Noun,압수 | 박탈 | 낚아채다 | 빼앗다 | 잡아채다 | 파리,,
추키다,Verb,부추기다 | 부채질,,
추하다,Adjective,못생기다 | 못나다 | 밉다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
축구,Noun,차다,,
축구장,Noun,,,
축복,Noun,,,
축사,Noun,축하사,,
축소,Noun,줄이다 | 감소 | 절감 | 줄다,,
축제,Noun,,,
축하,Noun,식 | 잔치 | 행사 | 파티,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
축하사,Noun,축사,,
춘천,Noun,춘천시,,
춘천시,Noun,춘천,,
출가,Noun,시집가다,,
출국,Noun,이륙,,
출금,Noun,,,
출납,Noun,회계 | 재정 | 수지,,
출마,Noun,,,
출발,Noun,시작 | 개시 | 개최 | 거행 | 시발 | 착수 | 열다 | 이행 | 하수,,
출발점,Noun,,,
출산,Noun,낳다 | 나다 | 태어나다 | 분만 | 생식 | 출생 | 탄생 | 해산,,
출생,Noun,낳다 | 나다 | 태어나다 | 분만 | 생식 | 출산 | 탄생 | 해산,,
출석,Noun,가담 | 들어가다 | 참가 | 참석 | 참여 | 진출,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
출석부,Noun,,,
출장,Noun,,,
출현,Noun,나타나다 | 드러나다,,
출혈,Noun,피 | 혈 | 혈액,,
춤,Noun,무용 | 연극 | 추다 | 춤추다,,
춤추다,Verb,춤 | 무용 | 연극 | 추다,,
춥다,Adjective,추위 | 냉각 | 북 | 한랭 | 차다,,
충격,Noun,쇼크,,
충고,Noun,조언,,
충남,Noun,충청남도,,
충북,Noun,충청북도,,
충분하다,Adjective,만족 | 여유 | 자신 | 충족 | 넉넉하다 | 늠름하다 | 당당하다 | 떳떳하다 | 푸짐하다 | 풍부하다 | 듬뿍 | 실컷,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
충성,Noun,,,
충신,Noun,,,
충족,Noun,만족 | 여유 | 자신 | 넉넉하다 | 늠름하다 | 당당하다 | 떳떳하다 | 충분하다 | 푸짐하다 | 풍부하다 | 듬뿍 | 실컷,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
충청남도,Noun,충남,,
충청북도,Noun,충북,,
충치,Noun,,,
취객,Noun,,,
취미,Noun,,,
취사장,Noun,,,
취소권,Noun,,,
취업,Noun,취직,,
취임,Noun,,,
취직,Noun,취업,,
취하다,Verb,가지다 | 갖다 | 지니다 | 소유하다 | 소지하다,,
취학,Noun,입학 | 입교,,
측은하다,Adjective,불쌍하다 | 가련하다 | 가엾다 | 애처롭다 | 자비,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
층계,Noun,계단,,
치과,Noun,,,
치과의사,Noun,,,
치료,Noun,,,
치마,Noun,,,
치매,Noun,치매증,,
치매증,Noun,치매,,
치밀다,Verb,넘어오다,,
치밀하다,Adjective,깨 | 세부 | 정밀 | 상세하다 | 세밀하다 | 자세하다 | 찬찬하다 | 샅샅이 | 꼼꼼,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
치부,Noun,보지 | 음부,,
치사하다,Adjective,좁다 | 옹졸하다 | 옹하다,,
치아,Noun,백 | 하양 | 하얗다 | 허옇다 | 희다 | 백색 | 흰색 | 이 | 이빨,,
치약,Noun,,,
치유,Noun,낫다,,
친교,Noun,다정 | 우정 | 우애 | 우의 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
친구,Noun,동무 | 벗 | 우인,,
친권,Noun,,,
친목,Noun,다정 | 우정 | 우애 | 우의 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친하다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
친밀하다,Adjective,,,
친아버지,Noun,생부,,
친어머니,Noun,생모,,
친자,Noun,친자식,,
친자식,Noun,친자,,
친절,Noun,대우 | 접대 | 서비스 | 대접,,
친지,Noun,,,
친척,Noun,,,
친하다,Adjective,다정 | 우정 | 우애 | 우의 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
칠,Numeral,일곱,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
칠레,Noun,,,
칠순,Noun,고희,,
칠십,Numeral,일흔,,
칠월,Noun,,,
칡,Noun,밤색,,
침,Noun,뱉다 | 타액,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
침구,Noun,이불 | 덮다,,
침대,Noun,,,
침략,Noun,장악 | 점령 | 점유 | 함락,,
침몰,Noun,,,
침묵,Noun,말없다 | 묵묵하다 | 함구,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
침범,Noun,건너다 | 횡단 | 건너다 | 넘다 | 넘어가다,,
침선,Noun,바느질 | 꿰매다,,
침착,Noun,차분하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
칫솔,Noun,,,
칭찬,Noun,,,
카드,Noun,,,
카메라,Noun,사진기 | 찍다,,
카메룬,Noun,,,
카세트,Noun,카세트테이프,,
카세트테이프,Noun,카세트,,
카운터,Noun,계산대,,
카자흐스탄,Noun,,,
카지노,Noun,,,
카피,Noun,복사,,
칼,Noun,나이프,,
칼국수,Noun,,,
캄보디아,Noun,,,
캄캄하다,Adjective,밤 | 어둡다 | 껌껌하다 | 어둠 | 깜깜하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
캐나다,Noun,,,
캐다,Verb,뒤적이다 | 들추다,,
캐어묻다,Verb,공박 | 문초 | 심문 | 추궁,,
캔디,Noun,사탕 | 알사탕,,
커닝,Noun,부정행위,,
커피,Noun,,,
컨슈머,Noun,사용자 | 소비자,,
컬러,Noun,색깔 | 빛깔 | 색 | 색상 | 색채,,
컴퓨터,Noun,,,
컵,Noun,잔,,
케냐,Noun,,,
케이블,Noun,끈 | 줄 | 테이프 | 로프,,
케이블카,Noun,케이블,,
케이오,Noun,녹아웃,,
케이크,Noun,,,
켜다,Verb,,불빛을,
켜지다,Verb,켜다 | 전깃불,,
코,Noun,,,
코끼리,Noun,,,
코를 풀다,Verb Phrase,,,
코미디,Noun,희극,,
코뿔소,Noun,,,
코스타리카,Noun,,,
코앞,Noun,,,
코치,Noun,지도자,,
콜라,Noun,,,
콜롬비아,Noun,,,
콧물,Noun,,,
콧방귀,Noun,,,
콩,Noun,,,
콩가루,Noun,,,
콩고,Noun,,,
콩나물,Noun,,,
쿠바,Noun,,,
쿠웨이트,Noun,,,
쿠키,Noun,과자,,
쿨쿨,Adverb,,,
크다,Adjective,꽤 | 매우 | 몹시 | 무척 | 아주 | 대 | 대단히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
크로아티아,Noun,,,
크리스마스,Noun,성탄 | 성탄절,,
큰딸,Noun,맏딸 | 장녀,,
큰아버지,Noun,백부,,
큰어머니,Noun,백모,,
큰언니,Noun,,,
큰절,Noun,절 | 참배,,
큰집,Noun,,,
큰형,Noun,,,
키,Noun,열쇠,,
키가 크다,Adjective Phrase,,,
키다리,Noun,,,
키스,Noun,뽀뽀 | 입맞춤 | 맞추다,,
키우다,Verb,가꾸다 | 기르다 | 배양 | 양성 | 양육 | 육성,,
킬로,Dependent Noun,,,
킬로그램,Dependent Noun,,,
킬로미터,Dependent Noun,,,
타결,Noun,합의,,
타계,Noun,별세,,
타국,Noun,외국 | 이국 | 해외,,
타다,Verb,받다 | 얻다,,동음이의어 있음
타다,Verb,탑승 | 오르다 | 올라서다 | 올라타다,,동음이의어 있음
타액,Noun,뱉다 | 침,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
타월,Noun,수건,,
타이,Noun,넥타이,,
타이완,Noun,대만,,
타이피스트,Noun,타자수,,
타이핑,Noun,타자,,
타인,Noun,남 | 타자,,
타자,Noun,야구,,
타자수,Noun,타이피스트,,
탁구,Noun,핑퐁,,
탁자,Noun,테이블,,
탄로,Noun,들키다,,
탄생,Noun,낳다 | 나다 | 태어나다 | 분만 | 생식 | 출산 | 출생 | 해산,,
탄압,Noun,압박 | 억압,,
탄자니아,Noun,,,
탄핵,Noun,뽑다,,
탈,Noun,가면,,
탈출,Noun,대피 | 도망 | 도주 | 도피 | 줄행랑 | 내빼다 | 달아나다 | 도망가다 | 도망치다 | 빠져나가다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
탈퇴,Noun,,,
탐,Noun,욕심,,
탐닉,Noun,마약 | 아편 | 중독,,
탑,Noun,,,
탑골공원,Noun,,,
탑승,Noun,오르다 | 올라서다 | 올라타다 | 타다,,
탓,Dependent Noun,때문 | 바람 | 말미암다 | 인하다 | -니까,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
태,Noun,맵시,,
태국,Noun,,,
태권도,Noun,,,
태극기,Noun,,,
태도,Noun,몸동작 | 몸가짐 | 처신,,
태만,Noun,게으름 | 게으르다 | 게으름을 피우다 | 나태,,
태어나다,Verb,낳다 | 나다 | 분만 | 생식 | 출산 | 출생 | 탄생 | 해산,,
태음력,Noun,음력 | 음세,,
태자,Noun,왕자 | 황태자,,
택배,Noun,,,
택시,Noun,,,
택하다,Verb,선택 | 뽑다 | 선발 | 선출,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
터,Noun,곳 | 위치 | 장소,,
터뜨리다,Verb,폭발 | 폭파,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
터미널,Noun,,,
터키,Noun,튀르키예공화국,약칭 튀르키예,
턱,Noun,,,
털,Noun,,,
테니스,Noun,정구,,
테니스를 치다,Verb Phrase,,,
테이블,Noun,탁자,,
테이프,Noun,끈 | 줄 | 로프 | 케이블,,
텔레비전,Noun,티브이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
토끼,Noun,,,
토론,Noun,토의,,
토마토,Noun,,,
토요일,Noun,,,
토의,Noun,토론,,
토지,Noun,땅 | 육지,,
토하다,Verb,게우다 | 구토,,
통과,Noun,,,
통보,Noun,알리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
통신,Noun,,,
통신 중계,Noun,,,
통역,Noun,매개 | 변호 | 소개,,
통역사,Noun,,,
통일,Noun,,,
통장,Noun,,,
통조림,Noun,,,
통치,Noun,다스리다,,
통하다,Verb,,,
통합,Noun,,,
통합 교육,Noun,,,
통행,Noun,거리 | 길거리,,
퇴교,Noun,퇴학,,
퇴보,Noun,부진 | 퇴화 | 하강 | 하락 | 후퇴,,
퇴원,Noun,,,
퇴장,Noun,,,
퇴직금,Noun,,,
퇴치,Noun,격퇴 | 물리치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
퇴학,Noun,퇴교,,
퇴화,Noun,부진 | 퇴보 | 하강 | 하락 | 후퇴,,
투명,Noun,,,
투수,Noun,던지다,,
투자,Noun,,,
투쟁,Noun,싸우다 | 격투 | 싸움,,
튀니지,Noun,,,
튀르키예공화국,Noun,터키,약칭 튀르키예,
트다,Verb,낮 | 대낮 | 백주 | 밝다 | 새다 | 환하다 | 훤하다 | 개다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
트럭,Noun,,,
특례,Noun,,,
특별,Determiner,특히 | 각별 | 별 | 특수 | 특별히,,
특별히,Adverb,특히 | 각별 | 별 | 특별 | 특수,,
특성,Noun,,,
특수,Noun,특히 | 각별 | 별 | 특별 | 특별히,,
특수 교육 대상자,Noun,,,
특수 교육 지원 센터,Noun,,,
특수교육,Noun,,,
특허권,Noun,,,
특히,Adverb,각별 | 별 | 특별 | 특수 | 특별히,,
튼튼하다,Adjective,건강 | 기력 | 강건하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
틀리다,Adjective,그릇되다,,
틀림없이,Adverb,명확하다 | 정확 | 똑똑하다 | 뚜렷하다 | 명료하다 | 명백하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 역력하다 | 장장하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
틈,Noun,균열,바닥에 생기는,
티,Noun,티셔츠,,
티끌,Noun,먼지,,
티브이,Noun,텔레비전,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
티셔츠,Noun,티,,
팀,Noun,,,
파,Noun,,,
파견,Noun,보내다,,
파괴,Noun,깨다 | 깨뜨리다 | 파손,,
파급,Noun,영향 | 끼치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
파나마,Noun,,,
파도,Noun,,,
파라과이,Noun,,,
파란색,Noun,파랑 | 청 | 청색,,
파랑,Noun,파란색 | 청 | 청색,,
파랗다,Adjective,파랑 | 청 | 청색 | 푸르다,,
파렴치,Noun,철면피 | 후안 | 몰염치,,
파리,Noun,압수 | 박탈 | 추징 | 낚아채다 | 빼앗다 | 잡아채다,,
파리하다,Adjective,,,
파면,Noun,해고,,
파산,Noun,망하다 | 도산 | 망치다,,
파산자,Noun,파산채무자,,
파산채무자,Noun,파산자,,
파손,Noun,깨다 | 깨뜨리다 | 파괴,,
파수,Noun,경비 | 보초 | 수위 | 지키다,,
파수꾼,Noun,경비원,,
파악,Noun,,,
파키스탄,Noun,,,
파티,Noun,식 | 축하 | 잔치 | 행사,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
파헤치다,Verb,간섭 | 참견 | 헤치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
판결,Noun,판정,,
판결의 경정,Noun,,,
판결의 공시,Noun,,,
판단,Noun,조명,,
판매,Noun,매각 | 매출 | 팔다,,
판매원,Noun,점원 | 판매자 | 판매인 | 세일즈맨,,
판매인,Noun,점원 | 판매자 | 판매원 | 세일즈맨,,
판매자,Noun,점원 | 판매원 | 판매인 | 세일즈맨,,
판사,Noun,,,
판이하다,Adjective,다르다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
판정,Noun,판결,,
팔,Numeral,여덟,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
팔꿈치,Noun,,,
팔다,Verb,판매 | 매각 | 매출,,
팔도,Noun,,,
팔뚝,Noun,팔,,
팔띠,Noun,완장,,
팔레스타인,Noun,,,
팔십,Numeral,여든,,
팔월,Noun,,,
팔월대보름,Noun,추석 | 한가위 | 추석날,,
팥,Noun,,,
패다,Verb,때리다 | 손찌검 | 후려치다,,
패배자,Noun,패자,,
패배하다,Verb,실격 | 떨어지다 | 지다 | 패하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
패자,Noun,패배자,,
패하다,Verb,실격 | 떨어지다 | 지다 | 패배하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
팩스,Noun,팩시밀리,,
팩시밀리,Noun,팩스,,
팬티,Noun,,,
퍼센트,Noun,비율 | 백분율 | 성향,,
퍼지다,Verb,만연 | 분산 | 유포 | 해산 | 해체 | 번지다 | 옮다 | 흩어지다,,
페널티킥,Noun,승부차기,,
페루,Noun,,,
펜,Noun,볼펜,,
펜싱,Noun,,,
펴다,Verb,책 | 도서 | 서적 | 책자,,
편리,Noun,간단하다 | 간략하다 | 간편하다 | 단순 | 편의,,
편안,Noun,푹 | 안식 | 평안 | 편하다 | 안정 | 안심,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
편의,Noun,간단하다 | 간략하다 | 간편하다 | 단순 | 편리,,
편지,Noun,서신 | 우편,,
편집,Noun,,,
편찮다,Adjective,아프다,,
편취죄,Noun,,,
편하다,Adjective,푹 | 안식 | 편안 | 평안 | 안정 | 안심,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
평균,Noun,평균값 | 평균치,,
평균값,Noun,평균 | 평균치,,
평균치,Noun,평균 | 평균값,,
평등,Noun,균형 | 대등 | 수평 | 표준 | 평평하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
평면도,Noun,,,
평범하다,Adjective,일반 | 대개 | 보통,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
